name,dataset,type,len,attempt,leader,input_size,hidden_layers,hidden_layers_divisor,z_layer_divisor,dropout,learning_rate,batch_size,masking,mask_size,gen_loss,disc_loss,val_loss,epochs
20240222085127,Task 1,Vanilla AE,3,3,20240222060503.0,12288,1,24,96,0.5,0.0001,32,False,0.25,,,0.0011556739918887,78
20240222085252,Task 1,Adversarial AE,3,4,20240222060503.0,12288,1,24,96,0.5,0.0001,32,False,0.25,0.2288495600223541,1.9301340579986568,0.0132038025185465,5
20240222085336,Task 1,Vanilla AE,3,4,20240222060503.0,12288,1,24,96,0.5,0.0001,32,False,0.25,,,0.011572927236557,14
20240222085503,Task 1,Adversarial AE,3,0,,12288,1,6,96,0.5,0.0001,16,True,0.25,0.7144922018051147,0.7533547282218933,0.0123543366789817,6
20240222085549,Task 1,Vanilla AE,3,0,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,,,0.0103527540341019,17
20240222112720,Task 1,Adversarial AE,3,1,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,0.7116566896438599,2.0812127590179443,0.0128830624744296,5
20240222112806,Task 1,Vanilla AE,3,1,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,,,0.0072487057186663,12
20240222112857,Task 1,Adversarial AE,3,2,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,0.7015067934989929,0.8195078372955322,0.0110221654176712,6
20240222112944,Task 1,Vanilla AE,3,2,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,,,0.0126779330894351,12
20240222113036,Task 1,Adversarial AE,3,3,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,0.927684485912323,0.67535799741745,0.0148585531860589,15
20240222113126,Task 1,Vanilla AE,3,3,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,,,0.0096600232645869,12
20240222113217,Task 1,Adversarial AE,3,4,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,0.8548051118850708,0.60841304063797,0.014721748419106,8
20240222113303,Task 1,Vanilla AE,3,4,20240222085503.0,12288,1,6,96,0.5,0.0001,16,True,0.25,,,0.012585331685841,12
20240222170611,Task 1,Adversarial AE,3,0,,12288,2,6,96,0.1,1e-05,16,True,0.75,0.7818624377250671,0.6126324534416199,0.014888709411025,9
20240222170700,Task 1,Vanilla AE,3,0,20240222170611.0,12288,2,6,96,0.1,1e-05,16,True,0.75,,,0.0114658055827021,21
20240222170835,Task 1,Adversarial AE,3,0,,12288,1,6,96,0.1,0.0001,32,True,0.5,0.78496253490448,0.9570235013961792,0.0110405515879392,9
20240222170921,Task 1,Vanilla AE,3,0,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,,,0.0131598664447665,13
20240222171014,Task 1,Adversarial AE,3,1,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,0.7580435276031494,0.7564237117767334,0.0099366251379251,9
20240222171100,Task 1,Vanilla AE,3,1,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,,,0.0090249963104724,14
20240222171154,Task 1,Adversarial AE,3,2,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,0.7460416555404663,0.6896899342536926,0.0146082583814859,9
20240222171239,Task 1,Vanilla AE,3,2,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,,,0.0139670995995402,13
20240222195948,Task 1,Adversarial AE,3,3,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,0.8098947405815125,0.8560166954994202,0.0145932529121637,11
20240222200034,Task 1,Vanilla AE,3,3,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,,,0.012662217952311,13
20240222200127,Task 1,Adversarial AE,3,4,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,0.6947572231292725,2.2188491821289062,0.0164638310670852,1
20240222200212,Task 1,Vanilla AE,3,4,20240222170835.0,12288,1,6,96,0.1,0.0001,32,True,0.5,,,0.0149953318759799,12
20240222200411,Task 1,Adversarial AE,3,0,,12288,2,24,96,0.5,1e-06,32,False,0.25,0.5880803465843201,1.0827966928482056,0.0167559348046779,6
20240222200457,Task 1,Vanilla AE,3,0,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,,,0.0169730987399816,67
20240222224716,Task 1,Adversarial AE,3,1,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,0.5968199372291565,1.626675367355347,0.0160350687801837,9
20240222224802,Task 1,Vanilla AE,3,1,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,,,0.0044273259118199,300
20240222225214,Task 1,Adversarial AE,3,2,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,0.5742848515510559,1.1345512866973877,0.0181942991912364,9
20240222225300,Task 1,Vanilla AE,3,2,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,,,0.0088367676362395,300
20240222225739,Task 1,Adversarial AE,3,3,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,0.5920447111129761,1.7432682514190674,0.0176454465836286,8
20240222225824,Task 1,Vanilla AE,3,3,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,,,0.0081235030665993,300
20240222230306,Task 1,Adversarial AE,3,4,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,0.5773651003837585,1.7981048822402954,0.0165047347545623,9
20240222230353,Task 1,Vanilla AE,3,4,20240222200411.0,12288,2,24,96,0.5,1e-06,32,False,0.25,,,0.0103805037215352,286
20240222230821,Task 1,Adversarial AE,3,0,,12288,2,12,48,0.1,0.0001,32,True,0.25,0.6888810992240906,0.7289472818374634,0.0129003282636404,15
20240222231523,Task 1,Adversarial AE,3,0,20240222230821.0,12288,2,12,48,0.1,0.0001,32,True,0.25,0.8260038495063782,0.5800491571426392,0.0136195514351129,8
20240222231609,Task 1,Vanilla AE,3,1,20240222230821.0,12288,2,12,48,0.1,0.0001,32,True,0.25,,,0.0090445056557655,12
20240222231702,Task 1,Adversarial AE,3,1,20240222230821.0,12288,2,12,48,0.1,0.0001,32,True,0.25,0.7711999416351318,0.6389245390892029,0.0142627907916903,7
20240222231749,Task 1,Vanilla AE,3,2,20240222230821.0,12288,2,12,48,0.1,0.0001,32,True,0.25,,,0.0129662780091166,17
20240222231912,Task 1,Adversarial AE,3,0,,12288,1,12,24,0.25,1e-05,16,True,0.25,0.7186889052391052,0.6729534864425659,0.0148417828604578,23
20240222232002,Task 1,Vanilla AE,3,1,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,,,0.008324627764523,34
20240222232106,Task 1,Adversarial AE,3,1,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,0.6753700971603394,1.2602354288101196,0.0106676621362566,24
20240222232158,Task 1,Vanilla AE,3,2,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,,,0.0163818299770355,31
20240223015518,Task 1,Adversarial AE,3,2,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,0.6946287155151367,0.7372727990150452,0.0141049800440669,24
20240223015609,Task 1,Vanilla AE,3,3,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,,,0.0106960413977503,35
20240223015715,Task 1,Adversarial AE,3,3,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,0.7342719435691833,0.7313277125358582,0.0150214107707142,24
20240223015808,Task 1,Vanilla AE,3,4,20240222231912.0,12288,1,12,24,0.25,1e-05,16,True,0.25,,,0.0149863585829734,32
20240223015943,Task 1,Adversarial AE,3,0,,12288,2,24,24,0.5,0.0001,16,False,0.25,0.0003604440425988,8.100168228149414,0.0204762630164623,8
20240223020032,Task 1,Vanilla AE,3,1,20240223015943.0,12288,2,24,24,0.5,0.0001,16,False,0.25,,,0.0040777879767119,28
20240223020134,Task 1,Adversarial AE,3,1,20240223015943.0,12288,2,24,24,0.5,0.0001,16,False,0.25,2.784363823593594e-05,10.493260383605955,0.0153863802552223,8
20240223020224,Task 1,Vanilla AE,3,2,20240223015943.0,12288,2,24,24,0.5,0.0001,16,False,0.25,,,0.0117939068004488,11
20240223045947,Task 1,Adversarial AE,3,0,,12288,1,12,96,0.1,0.0001,16,True,0.25,0.8100576400756836,0.6823276877403259,0.0116673605516552,5
20240223050034,Task 1,Vanilla AE,3,1,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,,,0.0079538347199559,11
20240223050124,Task 1,Adversarial AE,3,1,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,0.7498891949653625,0.7940666079521179,0.0116927679628133,5
20240223050211,Task 1,Vanilla AE,3,2,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,,,0.0120099009945988,11
20240223050303,Task 1,Adversarial AE,3,2,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,0.7851716876029968,0.7174550890922546,0.011591506190598,5
20240223050350,Task 1,Vanilla AE,3,3,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,,,0.0111345080658793,11
20240223050440,Task 1,Adversarial AE,3,3,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,0.8973989486694336,0.588087797164917,0.0162809379398822,11
20240223050528,Task 1,Vanilla AE,3,4,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,,,0.0147701380774378,11
20240223074320,Task 1,Adversarial AE,3,4,20240223045947.0,12288,1,12,96,0.1,0.0001,16,True,0.25,0.7313147783279419,1.513581156730652,0.0161303076893091,2
20240223074441,Task 1,Adversarial AE,3,0,,12288,2,24,24,0.25,0.0001,32,True,0.75,0.6380062699317932,0.7585119009017944,0.0129220392554998,7
20240223074531,Task 1,Vanilla AE,3,0,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,,,0.0070154815912246,51
20240223074643,Task 1,Adversarial AE,3,1,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,0.5878111124038696,0.8126452565193176,0.0119727654382586,8
20240223074734,Task 1,Vanilla AE,3,1,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,,,0.0098053673282265,20
20240223074834,Task 1,Adversarial AE,3,2,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,0.5629199743270874,0.847955048084259,0.014482544735074,7
20240223074924,Task 1,Vanilla AE,3,2,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,,,0.010264404118061,27
20240223104002,Task 1,Adversarial AE,3,3,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,0.6195901036262512,0.7771459817886353,0.016684191301465,7
20240223104052,Task 1,Vanilla AE,3,3,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,,,0.0132743595167994,12
20240223104149,Task 1,Adversarial AE,3,4,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,0.5422145128250122,0.8942674398422241,0.0149501338601112,6
20240223104241,Task 1,Vanilla AE,3,4,20240223074441.0,12288,2,24,24,0.25,0.0001,32,True,0.75,,,0.0151458894833922,14
20240223104337,Task 1,Adversarial AE,3,0,,12288,1,24,96,0.25,1e-05,32,False,0.5,0.5962772965431213,1.3906490802764893,0.0166605394333601,1
