Dataset,Input Size,Type,Classifier,Precision,Recall,F1-Score,Area Under Curve,Precision Standard Deviation,Recall Standard Deviation,F1-Score Standard Deviation,Area Under Curve Standard Deviation,Autoencoders,AE Count,Formated Results
O3 Run,4096,Vanilla AE (0.25 Masked),GradientBoostingClassifier,0.5871302336819578,0.6267857142857143,0.6055272308939263,0.5946397174254316,0.0866521975289457,0.1392857142857143,0.11064470709993786,0.13354483401609266,20240220155940:20240220173706:20240220191444:20240220204654,4,"0.6055 (0.5871, 0.6268)"
O3 Run,4096,Vanilla AE (0.25 Masked),LogisticRegression,0.5351307189542484,0.6841295278795279,0.6003200204813108,0.5805856349476141,0.05251685843133401,0.08793072613691487,0.06619586868025056,0.07190964524512641,20240218053936:20240218054652:20240218055453:20240218060259,4,"0.6003 (0.5351, 0.6841)"
O3 Run,4096,Vanilla AE (0.25 Masked),XGBClassifier,0.5969237012987013,0.5839285714285715,0.5853825660556159,0.5879617346938775,0.08349104675172593,0.20729674087044933,0.1401800629913414,0.148449518359776,20240220155940:20240220173706:20240220191444:20240220204654,4,"0.5854 (0.5969, 0.5839)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_0.80,0.4628257102430804,0.7796119929453263,0.5805460230305804,,0.028242963458352994,0.0906478357803902,0.047163198714132486,,20240212193050:20240212215609:20240213001022,3,"0.5805 (0.4628, 0.7796)"
O3 Run,4096,Vanilla AE (0.25 Masked),ExtraTreesClassifier,0.5073643410852713,0.6379614425591437,0.5384092098377813,0.5782197084879077,0.13909977379740257,0.16683016926908825,0.04284314793647847,0.06897250428801738,20240212193050:20240212215609:20240213001022,3,"0.5384 (0.5074, 0.6380)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_1.00,0.4469477076582615,0.39604938271604934,0.4188216390273256,,0.044631526894841,0.08747434139436369,0.0683922780412841,,20240212193050:20240212215609:20240213001022,3,"0.4188 (0.4469, 0.3960)"
O3 Run,4096,Vanilla AE (0.25 Masked),HBOS,0.5833333333333334,0.0830140485312899,0.14532420984033884,0.5314060141646348,0.5204164998665332,0.07313225186319493,0.1282051355554333,0.0427743163802835,20240212193050:20240212215609:20240213001022,3,"0.1453 (0.5833, 0.0830)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_1.20,0.38095238095238093,0.04123015873015867,0.07401183281100462,,0.1467717619754518,0.020998176263656708,0.0362119483778214,,20240218171845:20240218183547:20240218195229:20240218211238,4,"0.0740 (0.3810, 0.0412)"
O3 Run,4096,Vanilla AE (0.25 Masked),COPOD,0.375,0.01587701612903225,0.030330882352941173,0.5027301747311828,0.47871355387816905,0.018337817588075015,0.03505523220683285,0.009263854515294762,20240215164358:20240215173825:20240215182837:20240215192558,4,"0.0303 (0.3750, 0.0159)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_1.40,0.25,0.001785714285714275,0.003546099290780125,,0.5,0.00357142857142855,0.00709219858156025,,20240214025229:20240214041206:20240214053230:20240214065240,4,"0.0035 (0.2500, 0.0018)"
O3 Run,4096,Vanilla AE (0.25 Masked),ABOD,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_1.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_1.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_2.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_2.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_2.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_2.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_2.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_3.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_3.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_3.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_3.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_3.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_4.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_4.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_4.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
