Dataset,Input Size,Type,Classifier,Precision,Recall,F1-Score,Area Under Curve,Precision Standard Deviation,Recall Standard Deviation,F1-Score Standard Deviation,Area Under Curve Standard Deviation,Autoencoders,AE Count,Formated Results
Task 2 (50% Noise),12288,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228014253:20240228014438:20240228014621:20240228014807,4,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228014253:20240228014438:20240228014621:20240228014807,4,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228014253:20240228014438:20240228014621:20240228014807,4,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228014253:20240228014438:20240228014621:20240228014807,4,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228014253:20240228014438:20240228014621:20240228014807,4,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),GradientBoostingClassifier,0.5875,0.625,0.5952380952380951,0.65625,0.42500000000000004,0.4330127018922193,0.4068573212055967,0.449247055267663,20240209112044:20240209112233:20240209112408:20240209112729,4,"0.5952 (0.5875, 0.6250)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),XGBClassifier,0.4625,0.5625,0.5,0.5381944444444444,0.325,0.42695628191498325,0.3535533905932738,0.26580082234728664,20240209112044:20240209112233:20240209112408:20240209112729,4,"0.5000 (0.4625, 0.5625)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),HBOS,0.38888888888888884,0.5,0.43333333333333335,0.25,0.3469443332443555,0.5,0.40414518843273806,0.25,20240209112044:20240209112408:20240209112729,3,"0.4333 (0.3889, 0.5000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_0.80,0.01538461538461538,0.0125,0.013793103448275858,,0.03440104580768906,0.02795084971874737,0.030842316931031576,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0138 (0.0154, 0.0125)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ABOD,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),COPOD,0.0,0.0,0.0,0.31999999999999995,0.0,0.0,0.0,0.24899799195977465,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_1.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_1.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_1.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_1.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_1.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_2.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_2.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_2.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_2.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_2.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_3.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_3.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_3.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_3.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_3.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_4.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),ReconstructionThreshold_5.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240209112044:20240209112233:20240209112408:20240209112555:20240209112729,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),SVC,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20240228154024:20240228154306:20240228154553:20240228154840:20240228155136,5,"1.0000 (1.0000, 1.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),GMM,0.7222222222222222,1.0,0.8363636363636364,0.5,0.09622504486493767,0.0,0.06298366572977737,0.0,20240228172301:20240228172511:20240228173158,3,"0.8364 (0.7222, 1.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),KNeighborsClassifier,0.6666666666666666,1.0,0.8000000000000002,0.5,0.0,0.0,0.0,0.0,20240228173420:20240228174148:20240228174414,3,"0.8000 (0.6667, 1.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),LogisticRegression,0.6666666666666666,1.0,0.8000000000000002,0.5,0.0,0.0,0.0,0.21650635094610965,20240228173420:20240228174148:20240228174414,3,"0.8000 (0.6667, 1.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),XGBClassifier,0.775,0.8125,0.7916666666666666,0.71875,0.16583123951777,0.125,0.1443375672974065,0.21347814095749162,20240228033051:20240228033246:20240228033441:20240228033629,4,"0.7917 (0.7750, 0.8125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),GradientBoostingClassifier,0.6833333333333333,0.8333333333333333,0.7295238095238095,0.8236111111111111,0.2725904538966021,0.23570226039551584,0.22331251806744642,0.18760285244876632,20240228193957:20240228194200:20240228194405:20240228194610:20240228194813,5,"0.7295 (0.6833, 0.8333)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),HBOS,0.35833333333333334,0.375,0.363095238095238,0.1875,0.26299556396765833,0.3227486121839514,0.2879377767249482,0.1613743060919757,20240228173420:20240228173916:20240228174148:20240228174414,4,"0.3631 (0.3583, 0.3750)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_0.80,0.23580808080808083,0.15,0.1811085378182152,,0.07911749556371887,0.03423265984407288,0.04235557415347874,,20240228074701:20240228074857:20240228075053:20240228075245:20240228075441,5,"0.1811 (0.2358, 0.1500)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),COPOD,0.1,0.1,0.1,0.4916666666666666,0.223606797749979,0.223606797749979,0.223606797749979,0.10374916331657279,20240228193957:20240228194200:20240228194405:20240228194610:20240228194813,5,"0.1000 (0.1000, 0.1000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.00,0.16,0.0625,0.08897768897768896,,0.20736441353327723,0.07654655446197431,0.11155993250053818,,20240228074701:20240228074857:20240228075053:20240228075245:20240228075441,5,"0.0890 (0.1600, 0.0625)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.20,0.11333333333333333,0.0375,0.05627705627705626,,0.1757523510195209,0.05590169943749474,0.08472028480857541,,20240228080529:20240228080803:20240228081031:20240228081246:20240228081508,5,"0.0563 (0.1133, 0.0375)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.80,0.2,0.0125,0.02352941176470588,,0.4472135954999579,0.02795084971874737,0.05261336417646563,,20240228134707:20240228134906:20240228135115:20240228135315:20240228135519,5,"0.0235 (0.2000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_2.00,0.2,0.0125,0.02352941176470588,,0.4472135954999579,0.02795084971874737,0.05261336417646563,,20240228134707:20240228134906:20240228135115:20240228135315:20240228135519,5,"0.0235 (0.2000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_2.20,0.2,0.0125,0.02352941176470588,,0.4472135954999579,0.02795084971874737,0.05261336417646563,,20240228134707:20240228134906:20240228135115:20240228135315:20240228135519,5,"0.0235 (0.2000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_2.40,0.2,0.0125,0.02352941176470588,,0.4472135954999579,0.02795084971874737,0.05261336417646563,,20240228134707:20240228134906:20240228135115:20240228135315:20240228135519,5,"0.0235 (0.2000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_2.60,0.2,0.0125,0.02352941176470588,,0.4472135954999579,0.02795084971874737,0.05261336417646563,,20240228134707:20240228134906:20240228135115:20240228135315:20240228135519,5,"0.0235 (0.2000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.40,0.1,0.0125,0.02222222222222222,,0.22360679774997896,0.02795084971874737,0.04969039949999532,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0222 (0.1000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.60,0.1,0.0125,0.02222222222222222,,0.223606797749979,0.027950849718747374,0.049690399499995326,,20240228080529:20240228080803:20240228081031:20240228081246:20240228081508,5,"0.0222 (0.1000, 0.0125)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ABOD,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_2.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_3.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_3.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_3.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_3.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_3.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_4.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_4.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_4.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_4.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_4.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_5.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_5.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_5.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),12288,Vanilla AE (0.50 Masked),ReconstructionThreshold_5.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240228033051:20240228033246:20240228033441:20240228033629:20240228033824,5,"0.0000 (0.0000, 0.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),SVC,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20240209125837:20240209130112:20240209130342:20240209130618:20240209130847,5,"1.0000 (1.0000, 1.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),LogisticRegression,0.8888888888888888,0.9333333333333332,0.8962962962962964,0.85,0.19245008972987526,0.11547005383792512,0.10020555006273096,0.1322875655532295,20240209122507:20240209122653:20240209122858,3,"0.8963 (0.8889, 0.9333)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),GMM,0.7777777777777778,1.0,0.8727272727272727,0.5,0.09622504486493767,0.0,0.06298366572977737,0.0,20240209122507:20240209122653:20240209122858,3,"0.8727 (0.7778, 1.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),XGBClassifier,0.75,1.0,0.8554112554112554,0.5962962962962963,0.08333333333333337,0.0,0.05456606495788308,0.2582785684683132,20240209115608:20240209115947:20240209120330,3,"0.8554 (0.7500, 1.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),GradientBoostingClassifier,0.8375,0.8375,0.8194444444444444,0.896875,0.19737865470545016,0.11086778913041725,0.08018753738744808,0.14732864340197624,20240209122507:20240209122653:20240209122858:20240209123103,4,"0.8194 (0.8375, 0.8375)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),KNeighborsClassifier,0.6666666666666666,1.0,0.8000000000000002,0.5,0.0,0.0,0.0,0.0,20240209105907:20240209110333:20240209110802,3,"0.8000 (0.6667, 1.0000)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),HBOS,0.2625,0.41666666666666663,0.3214285714285714,0.20833333333333331,0.18874586088176873,0.3191423692521127,0.23690177073967142,0.15957118462605635,20240209125837:20240209130112:20240209130342:20240209130618,4,"0.3214 (0.2625, 0.4167)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),ReconstructionThreshold_0.80,0.11816239316239315,0.0625,0.0806415882967607,,0.08498661335933179,0.04419417382415922,0.05711790657843544,,20240209133353:20240209133527:20240209133656:20240209133835:20240209134006,5,"0.0806 (0.1182, 0.0625)"
Task 2 (50% Noise),4096,Vanilla AE (0.50 Masked),ReconstructionThreshold_1.00,0.06000000000000001,0.025,0.03443223443223442,,0.0894427190999916,0.03423265984407288,0.0475908623264812,,20240209133353:20240209133527:20240209133656:20240209133835:20240209134006,5,"0.0344 (0.0600, 0.0250)"
